Alert,Date,Time,Lat,Long,Vehicle,Speed
cas_hmw,07-06-2022,16:58:30,12.981052,80.165866,805,50
cas_hmw,07-06-2022,16:58:57,12.983869,80.170645,805,57
cas_hmw,07-06-2022,16:59:04,12.984598,80.171835,805,43
cas_hmw,07-06-2022,17:00:16,12.986796,80.175076,805,21
cas_hmw,07-06-2022,17:00:23,12.987168,80.175592,805,29
cas_hmw,07-06-2022,17:00:23,12.987168,80.175592,805,29
cas_hmw,07-06-2022,17:00:24,12.987168,80.175592,805,29
cas_ldw,07-06-2022,17:00:43,12.923528,80.158415,2846,57
cas_hmw,07-06-2022,17:01:00,12.987671,80.176282,805,6
cas_hmw,07-06-2022,17:01:40,12.989428,80.178603,805,25
cas_hmw,07-06-2022,17:01:41,12.921624,80.165548,2846,45
cas_hmw,07-06-2022,17:01:46,12.921624,80.165548,2846,45
cas_hmw,07-06-2022,17:02:12,12.992137,80.182118,805,43
cas_hmw,07-06-2022,17:02:19,12.992137,80.182118,805,43
cas_ldw,07-06-2022,17:03:01,12.919134,80.173724,2846,47
cas_ldw,07-06-2022,17:03:21,12.918825,80.174962,2846,53
cas_hmw,07-06-2022,17:04:58,12.992797,80.183105,805,45
cas_hmw,07-06-2022,17:05:39,12.992797,80.183105,805,45
cas_hmw,07-06-2022,17:06:50,13.000885,80.19507,805,19
cas_hmw,07-06-2022,17:06:54,13.001241,80.195531,805,9
cas_hmw,07-06-2022,17:07:08,13.001241,80.195531,805,9
cas_hmw,07-06-2022,17:07:11,13.002058,80.19789,805,47
cas_hmw,07-06-2022,17:07:19,13.001862,80.199532,805,40
cas_hmw,07-06-2022,17:07:32,13.002841,80.20063,805,38
cas_hmw,07-06-2022,17:07:38,13.003827,80.200896,805,37
cas_hmw,07-06-2022,17:07:55,13.004648,80.20116,805,35
cas_hmw,07-06-2022,17:08:24,13.006299,80.202945,805,43
cas_pcw,07-06-2022,17:09:40,12.933074,80.181794,2846,14
cas_ldw,07-06-2022,17:10:32,13.009147,80.212139,805,40
cas_hmw,07-06-2022,17:10:44,13.009638,80.21341,805,50
cas_hmw,07-06-2022,17:10:48,13.009638,80.21341,805,50
cas_hmw,07-06-2022,17:10:50,13.010131,80.214712,805,43
cas_hmw,07-06-2022,17:11:10,13.010623,80.216483,805,44
cas_hmw,07-06-2022,17:11:15,13.010623,80.216483,805,44
cas_hmw,07-06-2022,17:12:04,13.011554,80.218631,805,0
cas_hmw,07-06-2022,17:12:07,13.012948,80.221991,805,46
cas_hmw,07-06-2022,17:12:23,13.012948,80.221991,805,46
cas_hmw,07-06-2022,17:14:27,13.02002,80.224675,805,22
cas_hmw,07-06-2022,17:14:41,13.020846,80.225305,805,32
cas_hmw,07-06-2022,17:14:57,13.02165,80.225876,805,38
cas_hmw,07-06-2022,17:15:04,13.02289,80.226932,805,46
cas_hmw,07-06-2022,17:15:10,13.02289,80.226932,805,46
cas_pcw,07-06-2022,17:16:29,12.9512,80.185876,2846,9
cas_hmw,07-06-2022,17:17:31,13.025699,80.230298,805,17
cas_pcw,07-06-2022,17:17:43,12.955127,80.186705,2846,16
cas_hmw,07-06-2022,17:17:45,13.025699,80.230298,805,17
cas_hmw,07-06-2022,17:18:08,13.025699,80.230298,805,17
cas_hmw,07-06-2022,17:18:15,13.025699,80.230298,805,17
cas_hmw,07-06-2022,17:18:16,13.025699,80.230298,805,17
cas_hmw,07-06-2022,17:18:18,13.025699,80.230298,805,17
cas_hmw,07-06-2022,17:18:21,13.025699,80.230298,805,17
cas_hmw,07-06-2022,17:18:22,13.025699,80.230298,805,17
cas_hmw,07-06-2022,17:18:23,13.025699,80.230298,805,17
cas_hmw,07-06-2022,17:18:35,13.025699,80.230298,805,17
cas_hmw,07-06-2022,17:19:50,13.031354,80.240127,805,13
cas_hmw,07-06-2022,17:20:44,13.033187,80.243371,805,4
cas_fcw,07-06-2022,17:20:52,13.033378,80.243633,805,20
cas_pcw,07-06-2022,17:21:33,12.96096,80.187209,2846,0
cas_hmw,07-06-2022,17:21:55,13.037061,80.246337,805,44
cas_hmw,07-06-2022,17:21:55,13.037061,80.246337,805,44
cas_pcw,07-06-2022,17:25:00,12.965042,80.193199,2846,11
cas_pcw,07-06-2022,17:26:09,12.964651,80.19601,2846,10
cas_hmw,07-06-2022,17:26:52,13.046659,80.248243,805,35
cas_pcw,07-06-2022,17:26:59,12.96479,80.197326,2846,30
cas_hmw,07-06-2022,17:27:04,13.047267,80.248423,805,24
cas_hmw,07-06-2022,17:27:05,13.04786,80.248901,805,30
cas_pcw,07-06-2022,17:27:17,13.04786,80.248901,805,30
cas_hmw,07-06-2022,17:28:06,13.049039,80.249575,805,0
cas_hmw,07-06-2022,17:28:25,13.052639,80.251336,805,33
cas_pcw,07-06-2022,17:28:31,12.965335,80.201343,2846,24
cas_hmw,07-06-2022,17:29:36,13.055292,80.254886,805,17
cas_hmw,07-06-2022,17:31:17,13.055821,80.257635,805,20
cas_hmw,07-06-2022,17:31:17,13.055821,80.257635,805,20
cas_hmw,07-06-2022,17:31:23,13.055821,80.257635,805,20
cas_hmw,07-06-2022,17:36:22,12.976836,80.222511,2846,35
cas_pcw,07-06-2022,17:36:57,12.978324,80.224858,2846,26
cas_pcw,07-06-2022,17:37:45,13.053352,80.270089,805,18
cas_pcw,07-06-2022,17:37:59,13.053336,80.270394,805,3
cas_pcw,07-06-2022,17:39:12,13.053199,80.271764,805,0
cas_pcw,07-06-2022,17:39:55,13.05299,80.272767,805,2
cas_pcw,07-06-2022,17:41:26,13.05499,80.273664,805,11
cas_hmw,07-06-2022,17:41:44,12.976948,80.223017,2846,34
cas_hmw,07-06-2022,17:43:09,12.973744,80.220136,2846,32
cas_pcw,07-06-2022,17:43:21,13.05929,80.274164,805,11
cas_hmw,07-06-2022,17:43:37,12.971763,80.219294,2846,20
cas_hmw,07-06-2022,17:43:50,12.971095,80.218974,2846,34
cas_hmw,07-06-2022,17:44:20,12.967959,80.217703,2846,39
cas_pcw,07-06-2022,17:44:46,13.062399,80.274156,805,10
cas_hmw,07-06-2022,17:45:11,12.963839,80.2161,2846,15
cas_pcw,07-06-2022,17:46:27,13.064877,80.273784,805,7
cas_hmw,07-06-2022,17:48:46,12.952591,80.211598,2846,36
cas_hmw,07-06-2022,17:49:45,13.066656,80.268432,805,10
cas_hmw,07-06-2022,17:49:51,13.066656,80.268432,805,10
cas_pcw,07-06-2022,17:50:45,13.068374,80.269071,805,19
cas_pcw,07-06-2022,17:51:02,13.068502,80.268533,805,14
cas_ldw,07-06-2022,17:54:52,12.948664,80.203462,2846,56
cas_hmw,07-06-2022,17:55:26,12.948532,80.199353,2846,39
cas_hmw,07-06-2022,17:55:27,12.948532,80.199353,2846,39
cas_hmw,07-06-2022,17:55:51,12.948473,80.197616,2846,40
cas_hmw,07-06-2022,17:55:57,12.948498,80.19653,2846,43
cas_hmw,07-06-2022,17:59:16,13.067776,80.248857,805,31
cas_hmw,07-06-2022,18:04:59,12.949896,80.179797,2846,33
cas_hmw,07-06-2022,18:05:16,12.950263,80.178324,2846,40
cas_hmw,07-06-2022,18:06:21,12.951552,80.172751,2846,41
cas_hmw,07-06-2022,18:06:41,12.951862,80.170944,2846,38
cas_ldw,07-06-2022,18:07:04,12.952528,80.167595,2846,48
cas_hmw,07-06-2022,18:07:34,12.953453,80.163667,2846,27
cas_hmw,07-06-2022,18:07:58,12.953728,80.162298,2846,42
cas_hmw,07-06-2022,18:09:25,12.95501,80.156201,2846,50
cas_hmw,07-06-2022,18:09:51,12.956224,80.152264,2846,52
cas_hmw,07-06-2022,18:10:33,12.959162,80.149808,2846,42
cas_hmw,07-06-2022,18:14:39,12.952558,80.141159,2846,22
cas_hmw,07-06-2022,18:14:44,12.952558,80.141159,2846,22
cas_hmw,07-06-2022,18:14:50,12.951835,80.1406,2846,28
cas_hmw,07-06-2022,18:15:21,12.94977,80.139089,2846,32
cas_hmw,07-06-2022,18:16:10,12.94526,80.135588,2846,53
cas_hmw,07-06-2022,18:17:51,12.940637,80.131249,2846,50
cas_hmw,07-06-2022,18:18:57,12.936251,80.127341,2846,0
cas_hmw,07-06-2022,18:19:28,12.935707,80.126806,2846,27
cas_hmw,07-06-2022,18:22:32,12.924554,80.115758,2846,45
cas_hmw,07-06-2022,18:22:42,12.923312,80.114505,2846,21
cas_hmw,07-06-2022,18:22:52,12.92284,80.114028,2846,31
cas_hmw,07-06-2022,18:30:56,12.896252,80.0887,2846,32
cas_ldw,07-06-2022,18:31:48,12.892431,80.08583,2846,37
cas_hmw,07-06-2022,18:34:40,12.879018,80.080502,2846,8
cas_ldw,08-06-2022,06:19:21,12.890093,80.084503,3143,53
cas_ldw,08-06-2022,06:19:35,12.892507,80.085754,3143,52
cas_hmw,08-06-2022,06:21:02,12.90139,80.092358,3143,54
cas_hmw,08-06-2022,06:21:22,12.903219,80.093749,3143,44
cas_hmw,08-06-2022,06:23:09,12.91118,80.101158,3143,39
cas_ldw,08-06-2022,06:23:18,12.91287,80.10144,3143,44
cas_ldw,08-06-2022,06:23:28,12.91287,80.10144,3143,44
cas_ldw,08-06-2022,06:25:51,12.933344,80.099412,3143,58
cas_ldw,08-06-2022,06:31:49,12.977315,80.11989,3143,58
cas_ldw,08-06-2022,06:35:14,13.003865,80.127132,3143,58
cas_ldw,08-06-2022,06:38:06,12.88204,80.080968,2846,42
cas_ldw,08-06-2022,06:39:08,12.88961,80.084311,2846,57
cas_ldw,08-06-2022,06:39:14,13.02782,80.145334,3143,58
cas_ldw,08-06-2022,06:39:32,12.893442,80.086435,2846,54
cas_hmw,08-06-2022,06:39:32,12.893442,80.086435,2846,54
cas_ldw,08-06-2022,06:40:03,13.035381,80.149073,3143,53
cas_hmw,08-06-2022,06:40:48,12.901451,80.092473,2846,59
cas_hmw,08-06-2022,06:42:17,12.909152,80.098565,2846,11
cas_ldw,08-06-2022,06:43:21,13.053846,80.154995,3143,58
cas_ldw,08-06-2022,06:43:43,12.915704,80.103903,2846,57
cas_hmw,08-06-2022,06:43:47,13.05636,80.158655,3143,58
cas_ldw,08-06-2022,06:44:47,12.917188,80.107414,2846,0
cas_ldw,08-06-2022,06:45:09,12.919466,80.110338,2846,0
cas_hmw,08-06-2022,06:46:17,13.063163,80.166942,3143,45
cas_hmw,08-06-2022,06:47:15,12.928438,80.119583,2846,38
cas_hmw,08-06-2022,06:47:55,12.930095,80.121162,2846,24
cas_hmw,08-06-2022,06:47:59,12.930095,80.121162,2846,24
cas_hmw,08-06-2022,06:48:16,12.9313,80.122433,2846,34
cas_hmw,08-06-2022,06:48:31,12.931879,80.122992,2846,37
cas_fcw,08-06-2022,06:49:15,12.936458,80.127308,2846,30
cas_hmw,08-06-2022,06:49:30,13.070246,80.182138,3143,0
cas_hmw,08-06-2022,06:49:44,13.070286,80.182209,3143,11
cas_ldw,08-06-2022,06:49:45,12.937703,80.128431,2846,45
cas_hmw,08-06-2022,06:49:59,12.939856,80.130303,2846,59
cas_hmw,08-06-2022,06:50:09,12.940891,80.131381,2846,58
cas_ldw,08-06-2022,06:50:58,12.946128,80.136198,2846,57
cas_ldw,08-06-2022,06:51:23,12.948493,80.137916,2846,58
cas_hmw,08-06-2022,06:52:21,12.952561,80.141101,2846,40
cas_ldw,08-06-2022,06:55:50,12.958579,80.150384,2846,50
cas_ldw,08-06-2022,06:56:41,12.954641,80.15832,2846,58
cas_pcw,08-06-2022,06:57:24,12.953443,80.164217,2846,0
cas_pcw,08-06-2022,06:59:15,13.075144,80.216922,3143,23
cas_ldw,08-06-2022,06:59:56,12.950149,80.179196,2846,57
cas_ldw,08-06-2022,07:02:08,12.948549,80.197496,2846,57
cas_hmw,08-06-2022,07:02:41,13.08788,80.21805,3143,42
cas_ldw,08-06-2022,07:03:11,12.948764,80.205242,2846,58
cas_hmw,08-06-2022,07:05:30,12.957114,80.213342,2846,54
cas_hmw,08-06-2022,07:05:52,12.959339,80.214232,2846,47
cas_hmw,08-06-2022,07:06:50,13.067987,80.246846,805,35
cas_hmw,08-06-2022,07:08:40,12.972535,80.219495,2846,51
cas_pcw,08-06-2022,07:10:28,12.979208,80.226503,2846,40
cas_pcw,08-06-2022,07:11:53,13.07332,80.261115,805,9
cas_hmw,08-06-2022,07:14:45,13.07072,80.26559,805,34
cas_hmw,08-06-2022,07:15:30,13.068611,80.26841,805,31
cas_hmw,08-06-2022,07:15:33,13.068611,80.26841,805,31
cas_hmw,08-06-2022,07:15:49,13.06821,80.270081,805,32
cas_pcw,08-06-2022,07:22:50,13.052942,80.273016,805,22
cas_pcw,08-06-2022,07:22:55,13.052942,80.273016,805,22
cas_pcw,08-06-2022,07:24:02,13.053338,80.269662,805,21
cas_pcw,08-06-2022,07:25:17,13.053545,80.267333,805,17
cas_ldw,08-06-2022,07:26:40,13.053725,80.265282,805,47
cas_ldw,08-06-2022,07:27:47,13.054139,80.260591,805,28
cas_hmw,08-06-2022,07:33:13,13.041096,80.247397,805,33
cas_hmw,08-06-2022,07:33:46,13.038484,80.246872,805,34
cas_hmw,08-06-2022,07:38:29,13.030474,80.23888,805,38
cas_hmw,08-06-2022,07:38:33,13.030474,80.23888,805,38
cas_hmw,08-06-2022,07:39:17,13.027155,80.23412,805,46
cas_hmw,08-06-2022,07:39:50,13.087765,80.223434,3143,35
cas_hmw,08-06-2022,07:40:26,13.025866,80.2311,805,9
cas_hmw,08-06-2022,07:40:28,13.025657,80.230515,805,34
cas_hmw,08-06-2022,07:40:46,13.024271,80.228672,805,27
cas_hmw,08-06-2022,07:40:59,13.023722,80.227985,805,39
cas_hmw,08-06-2022,07:41:21,13.022034,80.226385,805,50
cas_hmw,08-06-2022,07:42:30,13.016696,80.225376,805,36
cas_hmw,08-06-2022,07:43:13,13.014906,80.226042,805,16
cas_hmw,08-06-2022,07:43:55,13.011391,80.227349,805,48
cas_hmw,08-06-2022,07:44:29,13.010205,80.226194,805,45
cas_pcw,08-06-2022,07:45:05,12.964781,80.196276,2846,8
cas_hmw,08-06-2022,07:45:36,13.011614,80.222855,805,25
cas_hmw,08-06-2022,07:45:48,13.01186,80.222102,805,34
cas_hmw,08-06-2022,07:45:52,13.01186,80.222102,805,34
cas_hmw,08-06-2022,07:46:04,13.012116,80.221252,805,27
cas_hmw,08-06-2022,07:46:18,13.011566,80.219104,805,57
cas_hmw,08-06-2022,07:46:19,13.011566,80.219104,805,57
cas_hmw,08-06-2022,07:46:26,13.01111,80.217764,805,52
cas_ldw,08-06-2022,07:46:49,13.010182,80.215449,805,52
cas_ldw,08-06-2022,07:47:00,13.009876,80.214098,805,53
cas_hmw,08-06-2022,07:47:59,13.007904,80.208005,805,36
cas_ldw,08-06-2022,07:49:12,13.084988,80.207573,3143,55
cas_hmw,08-06-2022,07:49:26,13.002992,80.200829,805,39
cas_hmw,08-06-2022,07:49:31,13.002992,80.200829,805,39
cas_ldw,08-06-2022,07:49:37,13.085142,80.203837,3143,56
cas_ldw,08-06-2022,07:49:47,13.085142,80.203837,3143,56
cas_ldw,08-06-2022,07:49:51,13.00216,80.200481,805,37
cas_ldw,08-06-2022,07:49:57,13.00175,80.199368,805,52
cas_ldw,08-06-2022,07:50:09,13.001716,80.196474,805,49
cas_hmw,08-06-2022,07:50:40,12.999154,80.19317,805,47
cas_ldw,08-06-2022,07:51:07,12.997759,80.191436,805,48
cas_pcw,08-06-2022,07:51:21,12.956679,80.187098,2846,25
cas_hmw,08-06-2022,07:52:01,12.995932,80.189432,805,16
cas_hmw,08-06-2022,07:52:13,12.99561,80.188826,805,34
cas_ldw,08-06-2022,07:53:03,13.087276,80.194908,3143,49
cas_hmw,08-06-2022,07:53:22,13.087369,80.192472,3143,39
cas_hmw,08-06-2022,07:53:23,13.087369,80.192472,3143,39
cas_hmw,08-06-2022,07:53:35,12.993966,80.185576,805,22
cas_pcw,08-06-2022,07:53:57,12.948754,80.185208,2846,17
cas_pcw,08-06-2022,07:54:05,12.948182,80.18506,2846,28
cas_hmw,08-06-2022,07:54:16,12.990352,80.180119,805,57
cas_hmw,08-06-2022,07:54:21,12.990352,80.180119,805,57
cas_hmw,08-06-2022,07:55:25,12.98939,80.178934,805,20
cas_hmw,08-06-2022,07:55:43,12.988891,80.178308,805,39
cas_hmw,08-06-2022,07:55:59,12.987537,80.176375,805,49
cas_ldw,08-06-2022,07:56:38,12.983551,80.170327,805,58
cas_hmw,08-06-2022,07:56:39,12.983551,80.170327,805,58
cas_ldw,08-06-2022,07:56:49,12.983551,80.170327,805,58
cas_ldw,08-06-2022,07:56:56,12.982806,80.169084,805,57
cas_ldw,08-06-2022,07:57:06,12.981266,80.166562,805,57
cas_hmw,08-06-2022,07:57:51,12.979763,80.162731,805,31
cas_hmw,08-06-2022,07:58:06,12.979186,80.161788,805,50
cas_ldw,08-06-2022,07:58:21,12.977561,80.159461,805,57
cas_hmw,08-06-2022,07:58:29,12.976741,80.15823,805,57
cas_hmw,08-06-2022,07:58:30,12.976741,80.15823,805,57
cas_pcw,08-06-2022,07:58:36,12.940891,80.182849,2846,19
cas_pcw,08-06-2022,07:58:46,13.08839,80.174349,3143,16
cas_hmw,08-06-2022,07:58:46,12.975228,80.155947,805,51
cas_hmw,08-06-2022,07:58:52,12.975228,80.155947,805,51
cas_hmw,08-06-2022,08:00:09,12.969722,80.150282,805,43
cas_pcw,08-06-2022,08:01:17,12.966758,80.148967,805,13
cas_hmw,08-06-2022,08:01:41,12.966012,80.148576,805,32
cas_hmw,08-06-2022,08:02:13,13.089062,80.162826,3143,33
cas_hmw,08-06-2022,08:02:27,12.960581,80.145617,805,56
cas_hmw,08-06-2022,08:02:47,12.958559,80.144515,805,42
cas_hmw,08-06-2022,08:02:59,12.9578,80.14414,805,28
cas_hmw,08-06-2022,08:03:18,12.956291,80.143327,805,37
cas_hmw,08-06-2022,08:05:02,12.952473,80.141106,805,22
cas_hmw,08-06-2022,08:06:08,12.950582,80.139727,805,18
cas_hmw,08-06-2022,08:06:38,12.948386,80.137925,805,46
cas_hmw,08-06-2022,08:07:16,12.944272,80.134853,805,48
cas_hmw,08-06-2022,08:09:25,13.082946,80.161586,3143,32
cas_hmw,08-06-2022,08:09:35,13.082012,80.161532,3143,36
cas_hmw,08-06-2022,08:09:46,13.081044,80.161462,3143,40
cas_hmw,08-06-2022,08:10:12,12.920986,80.167295,2846,31
cas_ldw,08-06-2022,08:13:05,12.923196,80.114429,805,54
cas_ldw,08-06-2022,08:13:14,12.920152,80.111325,805,58
cas_ldw,08-06-2022,08:13:47,13.073444,80.161135,3143,43
cas_hmw,08-06-2022,08:13:49,12.922609,80.149611,2846,32
cas_ldw,08-06-2022,08:13:55,13.072182,80.161122,3143,57
cas_hmw,08-06-2022,08:14:24,12.920152,80.111325,805,58
cas_hmw,08-06-2022,08:15:03,12.920152,80.111325,805,58
cas_hmw,08-06-2022,08:15:14,12.909416,80.099408,805,44
cas_hmw,08-06-2022,08:15:35,12.908546,80.098211,805,29
cas_hmw,08-06-2022,08:16:59,13.053,80.153774,3143,59
cas_hmw,08-06-2022,08:17:12,12.903814,80.094476,805,42
cas_hmw,08-06-2022,08:17:23,12.903056,80.093837,805,37
cas_fcw,08-06-2022,08:17:24,13.049052,80.149902,3143,58
cas_ldw,08-06-2022,08:17:28,13.011778,80.127567,1995,55
cas_hmw,08-06-2022,08:18:44,12.896673,80.088979,805,25
cas_hmw,08-06-2022,08:19:07,12.895014,80.08776,805,52
cas_hmw,08-06-2022,08:19:22,12.892882,80.086169,805,48
cas_ldw,08-06-2022,08:19:36,12.892122,80.085605,805,39
cas_pcw,08-06-2022,08:20:32,12.922605,80.133882,2846,29
cas_hmw,08-06-2022,08:20:38,12.884213,80.082292,805,56
cas_hmw,08-06-2022,08:21:11,12.922682,80.132393,2846,27
cas_hmw,08-06-2022,08:23:31,12.923258,80.120687,2846,33
cas_hmw,08-06-2022,08:23:47,12.923408,80.118882,2846,42
cas_ldw,08-06-2022,08:24:45,12.951457,80.114937,1995,58
cas_ldw,08-06-2022,08:25:13,12.950195,80.11067,1995,57
cas_ldw,08-06-2022,08:25:36,12.921512,80.112888,2846,49
cas_ldw,08-06-2022,08:25:52,12.946238,80.106785,1995,0
cas_ldw,08-06-2022,08:26:04,13.001077,80.126274,3143,58
cas_hmw,08-06-2022,08:27:15,12.914408,80.10261,2846,49
cas_hmw,08-06-2022,08:27:25,12.913737,80.101823,2846,32
cas_hmw,08-06-2022,08:27:40,12.912224,80.101512,2846,25
cas_hmw,08-06-2022,08:27:40,12.912224,80.101512,2846,25
cas_hmw,08-06-2022,08:28:16,12.909679,80.100035,2846,56
cas_ldw,08-06-2022,08:30:37,12.899237,80.09092,2846,52
cas_ldw,08-06-2022,08:30:38,12.963141,80.119207,3143,57
cas_ldw,08-06-2022,08:31:49,12.89324,80.086401,2846,49
cas_ldw,08-06-2022,08:31:58,12.952216,80.117058,3143,58
cas_ldw,08-06-2022,08:32:11,12.891208,80.085149,2846,49
cas_hmw,08-06-2022,08:32:15,12.891208,80.085149,2846,49
cas_hmw,08-06-2022,08:32:24,12.889964,80.084605,2846,55
cas_ldw,08-06-2022,08:32:39,12.887638,80.083661,2846,55
cas_hmw,08-06-2022,08:32:43,12.887638,80.083661,2846,55
cas_hmw,08-06-2022,08:32:47,12.886312,80.083108,2846,54
cas_hmw,08-06-2022,08:33:15,12.884308,80.082296,2846,37
cas_hmw,08-06-2022,08:33:37,12.881622,80.081282,2846,31
cas_ldw,08-06-2022,08:34:46,12.935513,80.099351,3143,58
cas_ldw,08-06-2022,08:35:58,12.926353,80.100217,3143,58
cas_ldw,08-06-2022,08:36:11,12.924034,80.100512,3143,58
cas_ldw,08-06-2022,08:36:45,12.919687,80.101075,3143,58
cas_ldw,08-06-2022,08:37:16,12.915837,80.102631,3143,37
cas_hmw,08-06-2022,08:38:16,12.909223,80.099086,3143,43
cas_hmw,08-06-2022,08:41:14,12.90275,80.093576,3143,54
cas_ldw,08-06-2022,08:41:40,12.901052,80.092291,3143,47
cas_hmw,08-06-2022,08:41:48,12.899107,80.090828,3143,56
cas_hmw,08-06-2022,08:42:31,12.894437,80.087335,3143,48
cas_ldw,08-06-2022,08:42:58,12.892614,80.085992,3143,58
cas_hmw,08-06-2022,08:46:02,12.878363,80.082524,3143,39
cas_ldw,08-06-2022,10:02:48,12.888774,80.072241,3143,53
cas_ldw,08-06-2022,10:03:44,12.896608,80.070374,3143,56
cas_ldw,08-06-2022,10:04:24,12.902295,80.070948,3143,52
cas_ldw,08-06-2022,10:04:45,12.904787,80.07153,3143,54
cas_hmw,08-06-2022,10:21:13,13.008359,80.091465,3143,47
cas_ldw,08-06-2022,12:11:50,13.048773,80.085651,3143,54
cas_hmw,08-06-2022,12:11:53,13.048773,80.085651,3143,54
cas_ldw,08-06-2022,12:14:00,13.05122,80.082627,3143,0
cas_ldw,08-06-2022,12:18:22,13.063462,80.075991,3143,36
cas_ldw,08-06-2022,12:18:57,13.059914,80.078192,3143,44
cas_hmw,08-06-2022,16:32:36,12.879755,80.080174,805,32
cas_hmw,08-06-2022,16:33:08,12.882261,80.081053,805,52
cas_ldw,08-06-2022,16:33:40,12.886797,80.083177,805,56
cas_hmw,08-06-2022,16:33:54,12.888165,80.083786,805,56
cas_hmw,08-06-2022,16:34:15,12.890583,80.084714,805,53
cas_ldw,08-06-2022,16:34:19,12.877697,80.084156,2846,26
cas_ldw,08-06-2022,16:34:33,12.877697,80.084156,2846,26
cas_ldw,08-06-2022,16:34:34,12.892846,80.085926,805,39
cas_ldw,08-06-2022,16:34:54,12.877697,80.084156,2846,26
cas_hmw,08-06-2022,16:34:55,12.894948,80.087554,805,50
cas_ldw,08-06-2022,16:35:21,12.877697,80.084156,2846,26
cas_hmw,08-06-2022,16:35:57,12.901358,80.092411,805,50
cas_hmw,08-06-2022,16:37:07,12.905903,80.095986,805,33
cas_hmw,08-06-2022,16:38:46,12.909711,80.09948,2846,36
cas_hmw,08-06-2022,16:39:31,12.909737,80.099661,805,44
cas_hmw,08-06-2022,16:39:42,12.910292,80.100554,805,38
cas_hmw,08-06-2022,16:39:45,12.914749,80.101887,2846,51
cas_ldw,08-06-2022,16:40:03,12.915775,80.104018,2846,50
cas_hmw,08-06-2022,16:40:56,12.918566,80.109137,2846,39
cas_ldw,08-06-2022,16:41:00,12.915829,80.104744,805,58
cas_hmw,08-06-2022,16:41:00,12.919162,80.109865,2846,32
cas_hmw,08-06-2022,16:41:01,12.919162,80.109865,2846,32
cas_hmw,08-06-2022,16:41:51,12.921683,80.112558,2846,25
cas_hmw,08-06-2022,16:42:02,12.922197,80.113086,2846,32
cas_hmw,08-06-2022,16:42:06,12.917835,80.108307,805,37
cas_pcw,08-06-2022,16:42:54,12.924116,80.115007,2846,10
cas_hmw,08-06-2022,16:43:48,12.923657,80.117588,2846,39
cas_hmw,08-06-2022,16:44:08,12.925432,80.11653,805,58
cas_hmw,08-06-2022,16:44:16,12.9264,80.117525,805,45
cas_hmw,08-06-2022,16:44:55,12.928238,80.119353,805,52
cas_hmw,08-06-2022,16:45:12,12.923037,80.125806,2846,38
cas_hmw,08-06-2022,16:45:15,12.923037,80.125806,2846,38
cas_hmw,08-06-2022,16:46:04,12.930779,80.12189,805,45
cas_hmw,08-06-2022,16:46:23,12.932247,80.123355,805,35
cas_pcw,08-06-2022,16:46:46,12.922786,80.129838,2846,25
cas_hmw,08-06-2022,16:46:52,12.934392,80.12546,805,33
cas_hmw,08-06-2022,16:48:04,12.935964,80.12682,805,18
cas_hmw,08-06-2022,16:48:35,12.937945,80.128621,805,51
cas_ldw,08-06-2022,16:49:09,12.941071,80.131567,805,57
cas_hmw,08-06-2022,16:49:36,12.94384,80.134389,805,50
cas_hmw,08-06-2022,16:49:42,12.944871,80.135193,805,55
cas_hmw,08-06-2022,16:50:05,12.946767,80.13665,805,48
cas_hmw,08-06-2022,16:51:46,12.952916,80.141329,805,62
cas_hmw,08-06-2022,16:52:06,12.955454,80.14265,805,52
cas_hmw,08-06-2022,16:52:07,12.955454,80.14265,805,52
cas_hmw,08-06-2022,16:52:25,12.957094,80.143567,805,43
cas_hmw,08-06-2022,16:53:08,12.923576,80.157696,2846,43
cas_hmw,08-06-2022,16:53:39,12.960493,80.145196,805,19
cas_hmw,08-06-2022,16:54:30,12.965297,80.148064,805,37
cas_ldw,08-06-2022,16:55:06,12.968265,80.149514,805,54
cas_ldw,08-06-2022,16:55:34,12.919823,80.171199,2846,44
cas_hmw,08-06-2022,16:55:37,12.97192,80.151313,805,47
cas_ldw,08-06-2022,16:55:41,12.919488,80.172399,2846,51
cas_ldw,08-06-2022,16:56:01,12.918803,80.17505,2846,53
cas_hmw,08-06-2022,16:56:19,12.974999,80.155503,805,51
cas_hmw,08-06-2022,16:56:34,12.976434,80.157555,805,41
cas_hmw,08-06-2022,16:56:43,12.976434,80.157555,805,41
cas_hmw,08-06-2022,16:58:23,12.98426,80.171344,805,57
cas_hmw,08-06-2022,17:00:24,12.988205,80.17709,805,0
cas_hmw,08-06-2022,17:01:02,12.989396,80.178605,805,10
cas_hmw,08-06-2022,17:01:14,12.989396,80.178605,805,10
cas_hmw,08-06-2022,17:01:17,12.990052,80.179468,805,35
cas_hmw,08-06-2022,17:01:19,12.990052,80.179468,805,35
cas_hmw,08-06-2022,17:02:47,12.994288,80.185945,805,43
cas_hmw,08-06-2022,17:02:49,12.994288,80.185945,805,43
cas_hmw,08-06-2022,17:03:04,12.995257,80.18786,805,46
cas_hmw,08-06-2022,17:03:04,12.995257,80.18786,805,46
cas_hmw,08-06-2022,17:03:17,12.995869,80.189005,805,27
cas_hmw,08-06-2022,17:03:34,12.996659,80.189937,805,38
cas_hmw,08-06-2022,17:03:56,12.998608,80.192339,805,34
cas_hmw,08-06-2022,17:05:14,13.001364,80.195714,805,21
