SLNO,ZONE,WARD,HOSPITAL NAME,ADDRESS,ADDRESS,Status geocode,Formatted address,Latitude,Longitude,Type,Location Type,Postal code,City,Country,Region
202,05-Royapuram,058,RITHERDON NURSING HOME,RITHERDON ROAD CHENNAI    600007,RITHERDON ROAD CHENNAI 600007,Ok,"Ritherdon Rd, Chennai, Tamil Nadu 600007, India",13.0832933,80.2586212,route,GEOMETRIC_CENTER,600007,Chennai,India,Tamil Nadu
203,05-Royapuram,058,G K M HOSPITAL PRIVATE LTD,"120/113,PERAMBUR BARRACKS ROAD
PURASAWALKAM CHENNAI 600007","120/113,PERAMBUR BARRACKS ROAD
PURASAWALKAM CHENNAI 600007",Ok,"120/113, Perambur Barracks Rd, Perumalpet, Purasaiwakkam, Chennai, Tamil Nadu 600010, India",13.0899892,80.2584915,street_address,ROOFTOP,600010,Chennai,India,Tamil Nadu
204,05-Royapuram,058,PERUMALPET  C.W.C.,"NO.30 KARIYAPPA MUDALI STREET PERUMAL PET
CHENNAI 600007","NO.30 KARIYAPPA MUDALI STREET PERUMAL PET
CHENNAI 600007",Ok,"30, Kariappa Mudali St, Perumalpet, Purasaiwakkam, Chennai, Tamil Nadu 600012, India",13.0885678,80.2570511,street_address,RANGE_INTERPOLATED,600012,Chennai,India,Tamil Nadu
205,05-Royapuram,058,PRASAD CLINIC,284 PURASAWAKKAM HIGH ROAD CHENNAI    600007,284 PURASAWAKKAM HIGH ROAD CHENNAI 600007,"Ok, partial match","284, Purasawalkam High Rd, Perumalpet, Purasaiwakkam, Chennai, Tamil Nadu 600012, India",13.0870879,80.2583967,street_address,RANGE_INTERPOLATED,600012,Chennai,India,Tamil Nadu
206,05-Royapuram,058,BATOOLA HOSPITAL,21 CHAMEARS ROAD  VEPERY CHENNAI  600007,21 CHAMEARS ROAD VEPERY CHENNAI 600007,"2 found, use single geocode.","Vepery, Periyamet, Chennai, Tamil Nadu 600007, India",13.0853311,80.2607068,"political, sublocality, sublocality_level_2",APPROXIMATE,600007,Chennai,India,Tamil Nadu
207,05-Royapuram,058,SHALOM MEDICAL CENTRE,"OLD NO-21,N.NO-45 RTHERDON ROAD,VEPERY,
CHENNAI 600007","OLD NO-21,N.NO-45 RTHERDON ROAD,VEPERY,
CHENNAI 600007","Ok, partial match","45, Ritherdon Rd, Vepery, Egmore, Chennai, Tamil Nadu 600007, India",13.0837277,80.258469,street_address,ROOFTOP,600007,Chennai,India,Tamil Nadu
208,05-Royapuram,058,U MOHAN RAO MEMORIAL HOSPITAL,"962 POONAMALLEE HIGH ROAD PURASAIWALKAM
CHENNAI  600084","962 POONAMALLEE HIGH ROAD PURASAIWALKAM
CHENNAI 600084",Ok,"962, Poonamallee High Rd, Purasaiwakkam, Chennai, Tamil Nadu 600084, India",13.0808575,80.2575453,premise,ROOFTOP,600084,Chennai,India,Tamil Nadu
209,05-Royapuram,058,DR SUNDARAVATHANAM NURSING HOME,"950 POONAMALLEE HIGH ROAD PURASAIWALKAM
CHENNAI  600084","950 POONAMALLEE HIGH ROAD PURASAIWALKAM
CHENNAI 600084",Ok,"950, Poonamallee High Rd, Egmore, Chennai, Tamil Nadu 600007, India",13.0793182,80.2558405,street_address,ROOFTOP,600007,Chennai,India,Tamil Nadu
210,05-Royapuram,058,ORIENT MEDICAL CENTRE,"NO.67/73 SYDENHAMS ROAD, PERIAMET, CHENNAI
600003","NO.67/73 SYDENHAMS ROAD, PERIAMET, CHENNAI
600003",Ok,"67, Raja Muthiah Rd, Periamet, Periyamedu, Periyamet, Chennai, Tamil Nadu 600003, India",13.0852751,80.2701653,street_address,ROOFTOP,600003,Chennai,India,Tamil Nadu
211,05-Royapuram,058,PERIYAR URBAN HEALTH CENTRE,PERIYAR THIDAL  VEPERY CHENNAI  600007,PERIYAR THIDAL VEPERY CHENNAI 600007,"Ok, partial match","82/5, EVK Sampath Salai, Vepery, Mahaveer Colony EVK Sampath, Salai Road, Mahaveer Colony, Periyamet, Chennai, Tamil Nadu 600007, India",13.0811984,80.2617262,"book_store, establishment, library, museum, point_of_interest, store",GEOMETRIC_CENTER,600007,Chennai,India,Tamil Nadu
212,05-Royapuram,058,CHOOLAI TWENTYFOUR HRS HOSPITAL,"N.NO.32, O.NO.69/3, HUNTERS ROAD, CHOOLAI,
CHENNAI 600112","N.NO.32, O.NO.69/3, HUNTERS ROAD, CHOOLAI,
CHENNAI 600112",Ok,"32 o, 69, Hunters Rd, Choolai, Chennai, Tamil Nadu 600112, India",13.0898522,80.2650022,subpremise,RANGE_INTERPOLATED,600112,Chennai,India,Tamil Nadu
213,05-Royapuram,058,M.B.CLINIC,"85,E.V.K.S.SALAI, VEPERY, CHENNAI 600007","85,E.V.K.S.SALAI, VEPERY, CHENNAI 600007","Ok, partial match","Anna Salai, Chennai, Tamil Nadu, India",13.0425442,80.247516,route,GEOMETRIC_CENTER,,Chennai,India,Tamil Nadu
214,05-Royapuram,058,LAKSHMI SUNDARAVADANAM HOSPITAL,"134, POONAMALLEE HIGH ROAD,   CHENNAI 600084","134, POONAMALLEE HIGH ROAD, CHENNAI 600084",Ok,"Dasaprakash, 134, Poonamallee High Rd, opp. to Hotel Sudha, Purasaiwakkam, Chennai, Tamil Nadu 600084, India",13.0793539,80.2558908,street_address,ROOFTOP,600084,Chennai,India,Tamil Nadu
215,05-Royapuram,058,SHALOM MEDICAL CENTRE,"OLD NO-21,NEW NO-45, RITHERDON ROAD, VEPERY,
CHENNAI 600007","OLD NO-21,NEW NO-45, RITHERDON ROAD, VEPERY,
CHENNAI 600007","Ok, partial match","45, Ritherdon Rd, Vepery, Egmore, Chennai, Tamil Nadu 600007, India",13.0837277,80.258469,street_address,ROOFTOP,600007,Chennai,India,Tamil Nadu
216,05-Royapuram,059,MYSAAN HOSPITAL,NO.10 THYAR SOHIB STREET CHENNAI   600014,NO.10 THYAR SOHIB STREET CHENNAI 600014,"2 found, use single geocode.","No.124, 47, Bangaru Naicker St, Ellis Puram, Padupakkam, Triplicane, Chennai, Tamil Nadu 600002, India",13.0606705,80.2708119,"clothing_store, establishment, point_of_interest, store",ROOFTOP,600002,Chennai,India,Tamil Nadu
217,05-Royapuram,059,"TAMILNADU GOVERNMENT MULTI SUPER
SPECIALITY HOSPITAL","OMANDURAR, GOVERNMENT ESTATE, CHENNAI
600002","OMANDURAR, GOVERNMENT ESTATE, CHENNAI
600002","Ok, partial match","169, Wallahjah Rd, Police Quarters, Triplicane, Chennai, Tamil Nadu 600002, India",13.0673311,80.2748007,"establishment, health, point_of_interest, university",ROOFTOP,600002,Chennai,India,Tamil Nadu
218,05-Royapuram,059,"RAJIV GANDHI GOVERNMENT GENERAL
HOSPITAL",E.V.R. ROAD CHENNAI   600003,E.V.R. ROAD CHENNAI 600003,Ok,"Poonamallee High Rd, Chennai, Tamil Nadu 600003, India",13.0808982,80.2707557,route,GEOMETRIC_CENTER,600003,Chennai,India,Tamil Nadu
219,05-Royapuram,059,APOLLO CITY CENTRE,"134/A, MINT STREET SOWCARPET CHENNAI 600079","134/A, MINT STREET SOWCARPET CHENNAI 600079",Ok,"134, Mint St, Sowcarpet, Trevelyan Basin, George Town, Chennai, Tamil Nadu 600001, India",13.0933049,80.27964,street_address,ROOFTOP,600001,Chennai,India,Tamil Nadu
220,05-Royapuram,059,GOVERNMENT GENERAL HOSPITAL,"E.V.R.ROAD, CHENNAI   600003","E.V.R.ROAD, CHENNAI 600003",Ok,"Poonamallee High Rd, Chennai, Tamil Nadu 600003, India",13.0808982,80.2707557,route,GEOMETRIC_CENTER,600003,Chennai,India,Tamil Nadu
221,05-Royapuram,059,P.T.B.G.S.HOSPITAL,"3, RAVANAIAR STREET, . CHENNAI 600003","3, RAVANAIAR STREET, . CHENNAI 600003","Ok, partial match","Chennai, Tamil Nadu 600003, India",13.0816437,80.2752316,postal_code,APPROXIMATE,600003,Chennai,India,Tamil Nadu
222,05-Royapuram,060,MADRAS PORT TRUST HOSPITAL,"SPRING HEETON ROAD, CHENNAI   600001","SPRING HEETON ROAD, CHENNAI 600001","Ok, partial match","Chennai, Tamil Nadu 600001, India",13.0963045,80.2865916,postal_code,APPROXIMATE,600001,Chennai,India,Tamil Nadu
223,05-Royapuram,060,DEVI CLINIC,"19, AYYAPPAN STREET,  MANNADY, CHENNAI 600001","19, AYYAPPAN STREET, MANNADY, CHENNAI 600001",Ok,"19, Ayyappa Chetty St, Mannadi, George Town, Chennai, Tamil Nadu 600001, India",13.0953088,80.2878017,street_address,RANGE_INTERPOLATED,600001,Chennai,India,Tamil Nadu
224,05-Royapuram,060,N M PADDY CLINIC AND NURSING HOME,"16, AUDIAPPAN NAICKEN STREET, CHENNAI   600001","16, AUDIAPPAN NAICKEN STREET, CHENNAI 600001","Ok, partial match","16, Audiappa Naicken St, near CANARA BANK - CHENNAI A.N.STREET, kothawal bazaar, Sowcarpet, George Town, Chennai, Tamil Nadu 600001, India",13.0923505,80.2812483,street_address,ROOFTOP,600001,Chennai,India,Tamil Nadu
225,05-Royapuram,060,NATIONAL HOSPITAL,"12, JAFFER SERANG STREET, CHENNAI   600001","12, JAFFER SERANG STREET, CHENNAI 600001","2 found, use single geocode.","Serang, Serang City, Banten, Indonesia",-6.1169309,106.1538519,"locality, political",APPROXIMATE,,Serang,Indonesia,Banten
226,05-Royapuram,060,AYYAVU MATERNITY HOSPITAL,"158, CORAL MERCHANT STREET, CHENNAI   600001","158, CORAL MERCHANT STREET, CHENNAI 600001",Ok,"158, Coral Merchant Street, Muthialpet, George Town, Chennai, Tamil Nadu 600001, India",13.0975448,80.2892968,street_address,ROOFTOP,600001,Chennai,India,Tamil Nadu
227,05-Royapuram,060,MEERAN HOSPITAL,"26, VELAYUTHA MUDALI STREET, CHENNAI   600001","26, VELAYUTHA MUDALI STREET, CHENNAI 600001","2 found, use single geocode.","26/28, Velayutham St, Seethakadi Nagar, George Town, Chennai, Tamil Nadu 600001, India",13.100311,80.2922223,premise,ROOFTOP,600001,Chennai,India,Tamil Nadu
228,05-Royapuram,061,CHILD WELFARE CENTRE,PUSHPA NAGAR NUNGAMBAKKAM CHENNAI  600034,PUSHPA NAGAR NUNGAMBAKKAM CHENNAI 600034,Ok,"Pushpa Nagar, Nungambakkam, Chennai, Tamil Nadu 600034, India",13.0588526,80.2384048,"political, sublocality, sublocality_level_2",APPROXIMATE,600034,Chennai,India,Tamil Nadu
229,05-Royapuram,061,V S HOSPITAL,"13,EAST SPURTANK ROAD CHETPET CHENNAI
600031","13,EAST SPURTANK ROAD CHETPET CHENNAI
600031",Ok,"13, E Spur Tank Rd, Sulaiman Zackria Avenue, Chetpet, Chennai, Tamil Nadu 600031, India",13.0721168,80.2518381,street_address,ROOFTOP,600031,Chennai,India,Tamil Nadu
230,05-Royapuram,061,GOVT OPTHALMIC HOSPITAL,MARSHAL ROAD EGMORE CHENNAI 600008,MARSHAL ROAD EGMORE CHENNAI 600008,"Ok, partial match","Marshalls Rd, Egmore, Chennai, Tamil Nadu 600008, India",13.0684437,80.2609165,route,GEOMETRIC_CENTER,600008,Chennai,India,Tamil Nadu
231,05-Royapuram,061,DR.SANTHOSHAM CHEST HOSPITAL,"NO.70 EGMORE HIGH ROAD EGMORE CHENNAI
600018","NO.70 EGMORE HIGH ROAD EGMORE CHENNAI
600018",Ok,"70, Egmore High Rd, Egmore, Chennai, Tamil Nadu 600008, India",13.0748057,80.2547299,street_address,ROOFTOP,600008,Chennai,India,Tamil Nadu
232,05-Royapuram,061,MERCURY NURSING HOME,36 PANTHEON ROAD EGMORE CHENNAI  600008,36 PANTHEON ROAD EGMORE CHENNAI 600008,Ok,"36, Pantheon Rd, Egmore, Chennai, Tamil Nadu 600008, India",13.0713366,80.2589772,street_address,ROOFTOP,600008,Chennai,India,Tamil Nadu
233,05-Royapuram,061,MERCURY HOSPITAL PRIVATE LIMITED,"NO.36, PANTHEON ROAD,  EGMORE, CHENNAI
600008","NO.36, PANTHEON ROAD, EGMORE, CHENNAI
600008",Ok,"36, Pantheon Rd, Egmore, Chennai, Tamil Nadu 600008, India",13.0713366,80.2589772,street_address,ROOFTOP,600008,Chennai,India,Tamil Nadu
234,05-Royapuram,061,INSTITUTE OF CHILD HEALTH,"18, 19 HALLS ROAD CHENNAI    600008","18, 19 HALLS ROAD CHENNAI 600008",Ok,"18, 19, Tamil Salai, Egmore, Chennai, Tamil Nadu 600008, India",13.0750935,80.2578992,subpremise,RANGE_INTERPOLATED,600008,Chennai,India,Tamil Nadu
235,05-Royapuram,062,LIFE CARE HOSPITAL,"NO.29/77, ADHITHANAR SALAI, HARRIS ROAD,
PUDUPET, CHENNAI 600002","NO.29/77, ADHITHANAR SALAI, HARRIS ROAD,
PUDUPET, CHENNAI 600002","Ok, partial match","Adhithanar Salai Egmore Court, Pudupet, Komaleeswaranpet, Egmore, Chennai, Tamil Nadu 600002, India",13.07285,80.26202,"establishment, point_of_interest, transit_station",GEOMETRIC_CENTER,600002,Chennai,India,Tamil Nadu
236,05-Royapuram,063,PUDUPAKKAM C W C,51 SELLAPILLAI KOIL STREET CHENNAI    600014,51 SELLAPILLAI KOIL STREET CHENNAI 600014,"2 found, use single geocode.","Koil St, Tondiarpet, Chennai, Tamil Nadu 600081, India",13.1257634,80.292167,route,GEOMETRIC_CENTER,600081,Chennai,India,Tamil Nadu
237,05-Royapuram,063,CHILD WELFARE CENTRE,"LONG'S GARDEN,  PUDUPET, CHENNAI 600002","LONG'S GARDEN, PUDUPET, CHENNAI 600002","Ok, partial match","Pudupet, Komaleeswaranpet, Egmore, Chennai, Tamil Nadu 600002, India",13.0690843,80.264191,"political, sublocality, sublocality_level_3",APPROXIMATE,600002,Chennai,India,Tamil Nadu
238,05-Royapuram,078,CHOOLAI CWC,"23, V.V.KOIL STREET, CHOOLAI, CHENNAI 600112","23, V.V.KOIL STREET, CHOOLAI, CHENNAI 600112",Ok,"23/16, Vijaya Vigneshwarar Koil St, Choolai, Chennai, Tamil Nadu 600012, India",13.0916501,80.2624271,premise,ROOFTOP,600012,Chennai,India,Tamil Nadu
239,05-Royapuram,078,NEW TAS POLYCLINIC,NO 79 CHOOLAI HIGH ROAD CHENNAI . 600112,NO 79 CHOOLAI HIGH ROAD CHENNAI . 600112,Ok,"79, Choolai High Rd, Periyamedu, Choolai, Chennai, Tamil Nadu 600007, India",13.0901551,80.2656214,street_address,ROOFTOP,600007,Chennai,India,Tamil Nadu
240,05-Royapuram,107,MANGALAPURAM HEALTH CENTRE,MANGALAPURAM CHETPUT CHENNAI  600031,MANGALAPURAM CHETPUT CHENNAI 600031,Ok,"Mangalapuram, Chetpet, Chennai, Tamil Nadu 600031, India",13.0729876,80.2450263,"political, sublocality, sublocality_level_2",APPROXIMATE,600031,Chennai,India,Tamil Nadu
241,05-Royapuram,61A,WOMEN AND CHILDREN HOSPITAL,"PANTHEON ROAD, EGMORE, CHENNAI 600008","PANTHEON ROAD, EGMORE, CHENNAI 600008",Ok,"Pantheon Rd, Egmore, Chennai, Tamil Nadu 600008, India",13.072004,80.2596487,route,GEOMETRIC_CENTER,600008,Chennai,India,Tamil Nadu
242,06-Thiru-Vi-Ka Nagar,64,ESWAR MEDICAL FOUNDATION,"NO.1, REDHILLS ROAD, BHARATHY NAGAR CHENNAI
600099","NO.1, REDHILLS ROAD, BHARATHY NAGAR CHENNAI
600099",Ok,"1, Ambattur Red Hills Rd, Bharati Nagar, Ram Nagar, Ambattur, Chennai, Tamil Nadu 600053, India",13.1223294,80.1474267,premise,ROOFTOP,600053,Chennai,India,Tamil Nadu
243,06-Thiru-Vi-Ka Nagar,64,KTS NURSING HOME,"7/10, BHARATHI NAGAR BALAJI NAGAR, KOLATHUR
CHENNAI 600099","7/10, BHARATHI NAGAR BALAJI NAGAR, KOLATHUR
CHENNAI 600099","2 found, use single geocode.","Balaji Nagar, Kolathur, Chennai, Tamil Nadu, India",13.1248689,80.2234174,"political, sublocality, sublocality_level_2",APPROXIMATE,,Chennai,India,Tamil Nadu
244,06-Thiru-Vi-Ka Nagar,64,U.S.HOSPITAL,"PL.NO.7, BALAKUMARAN NAGAR, PART C,
KOLATHUR, CHENNAI 600099","PL.NO.7, BALAKUMARAN NAGAR, PART C,
KOLATHUR, CHENNAI 600099","Ok, partial match","c, 7, Sundaram Nagar, Balakumaran Nagar, Kolathur, Chennai, Tamil Nadu 600099, India",13.12646,80.2193489,subpremise,ROOFTOP,600099,Chennai,India,Tamil Nadu
245,06-Thiru-Vi-Ka Nagar,65,ARAVIND CLINIC,"6, IST LANE, MURUGAN NAGAR, KOLATHUR,
CHENNAI 600099","6, IST LANE, MURUGAN NAGAR, KOLATHUR,
CHENNAI 600099","2 found, use single geocode.","6th St, Murugan Nagar, Kolathur, Chennai, Tamil Nadu, India",13.1175,80.2117717,route,GEOMETRIC_CENTER,,Chennai,India,Tamil Nadu
246,06-Thiru-Vi-Ka Nagar,65,NIRMAL POLY CLINIC AND NURSING HOME,"2,NETHAJI NAGAR, IST STREET, CHENNAI 600049","2,NETHAJI NAGAR, IST STREET, CHENNAI 600049","Ok, partial match","Nethaji Nagar 1st St, Sornam Nagar, Tiruvottiyur, Chennai, Tamil Nadu 600019, India",13.1674324,80.3006711,route,GEOMETRIC_CENTER,600019,Chennai,India,Tamil Nadu
247,06-Thiru-Vi-Ka Nagar,66,ST.JOSEPH OF CLUNY HOSPITAL,"5, PAPER MILLS ROAD, PERAVALLUR, CHENNAI
600082","5, PAPER MILLS ROAD, PERAVALLUR, CHENNAI
600082",Ok,"5, Paper Mills Road, Anjugam Nagar, Santhi Nagar, Kolathur, Chennai, Tamil Nadu 600082, India",13.1210501,80.2239533,street_address,RANGE_INTERPOLATED,600082,Chennai,India,Tamil Nadu
248,06-Thiru-Vi-Ka Nagar,66,"GOVT.PERIPERAL HOSPITAL,","PERIYAR NAGAR, CHENNAI   600082","PERIYAR NAGAR, CHENNAI 600082","2 found, use single geocode.","Periyar Nagar West, Perambur, Chennai, Tamil Nadu 600082, India",13.1138311,80.2250885,"neighborhood, political",APPROXIMATE,600082,Chennai,India,Tamil Nadu
249,06-Thiru-Vi-Ka Nagar,66,RAJU NURSING HOME,"7/1, LAKSHMANA NAGAR, PAPER MILLS ROAD,
CHENNAI 600012","7/1, LAKSHMANA NAGAR, PAPER MILLS ROAD,
CHENNAI 600012","3 found, use single geocode.","Paper Mills Road, Chennai, Tamil Nadu 600012, India",13.1096088,80.2423707,route,GEOMETRIC_CENTER,600012,Chennai,India,Tamil Nadu
250,06-Thiru-Vi-Ka Nagar,66,N.R.HOSPITAL,"JAWAR NAGAR MAIN ROAD, CHENNAI   600082","JAWAR NAGAR MAIN ROAD, CHENNAI 600082","Ok, partial match","Main Rd, Chennai, Tamil Nadu, India",13.1265211,80.2248541,route,GEOMETRIC_CENTER,,Chennai,India,Tamil Nadu
251,06-Thiru-Vi-Ka Nagar,66,SHEEBA NURSING HOME,"13, TOLCATE, R.D.JAWAR NAGAR, CHENNAI 600082","7/34, 3RD STREET, RAM NAGAR, CHENNAI 600082",Ok,"734, 3rd St, ICF South Colony, Chennai, Tamil Nadu 600038, India",13.0934915,80.2146079,street_address,RANGE_INTERPOLATED,600038,Chennai,India,Tamil Nadu
252,06-Thiru-Vi-Ka Nagar,66,MEENAKSHI HOSPITAL,"7/34, 3RD STREET, RAM NAGAR, CHENNAI 600082","19, KUMARAN NAGAR MAIN ROAD, PERAVALLUR,
CHENNAI 600082","Ok, partial match","Ramamurthy Nagar Main Rd, Peravallur, Perambur, Chennai, Tamil Nadu 600082, India",13.119775,80.2305397,route,GEOMETRIC_CENTER,600082,Chennai,India,Tamil Nadu
253,06-Thiru-Vi-Ka Nagar,66,SHEPHERD NURSING HOME,"19, KUMARAN NAGAR MAIN ROAD, PERAVALLUR,
CHENNAI 600082","77 RAMAMOORTHY COLONY T.V.K. NAGAR CHENNAI
600082",Ok,"77, Ramamoorthy Colony Main Rd, Peravallur, Perambur, Chennai, Tamil Nadu 600110, India",13.1198121,80.2309422,street_address,RANGE_INTERPOLATED,600110,Chennai,India,Tamil Nadu
254,06-Thiru-Vi-Ka Nagar,66,J.S. HOSPITAL,"77 RAMAMOORTHY COLONY T.V.K. NAGAR CHENNAI
600082","46, S.R.P.KOIL STREET, T.V.K.NAGAR, CHENNAI
600082",Ok,"46, SRP Koil St N, T V K Nagar, Virati Nagar, Perambur, Chennai, Tamil Nadu 600110, India",13.1215528,80.2326193,street_address,RANGE_INTERPOLATED,600110,Chennai,India,Tamil Nadu
255,06-Thiru-Vi-Ka Nagar,66,SRI BALA NURSING HOME,"46, S.R.P.KOIL STREET, T.V.K.NAGAR, CHENNAI
600082","255, 10TH STREET, S.R.P.COLONY, CHENNAI 600082",Ok,"10th St, Chennai, Tamil Nadu 600082, India",13.1138919,80.223949,route,GEOMETRIC_CENTER,600082,Chennai,India,Tamil Nadu
256,06-Thiru-Vi-Ka Nagar,66,ESWARI NURSING HOME,"255, 10TH STREET, S.R.P.COLONY, CHENNAI 600082","9, SOMIAHRAJA STREET, AGARAM, CHENNAI 600082","Ok, partial match","Agaram, Perambur, Chennai, Tamil Nadu, India",13.1116221,80.2294222,"political, sublocality, sublocality_level_2",APPROXIMATE,,Chennai,India,Tamil Nadu
257,06-Thiru-Vi-Ka Nagar,67,AGARAM CWC,"9, SOMIAHRAJA STREET, AGARAM, CHENNAI 600082","22/2, ESI HOSPITAL ROAD, PERAVALLORE, CHENNAI
600011","Ok, partial match","22, ESI Hospital St, Venkatesan Nagar, Tiru Vi Ka Nagar, Perambur, Chennai, Tamil Nadu 600011, India",13.1176183,80.2340916,street_address,RANGE_INTERPOLATED,600011,Chennai,India,Tamil Nadu
258,06-Thiru-Vi-Ka Nagar,68,ABHIJAY HOSPITAL PVT.LTD.,"22/2, ESI HOSPITAL ROAD, PERAVALLORE, CHENNAI
600011","I SRP KOIL STREET, T.V.K.NAGAR, CHENNAI 600082","Ok, partial match","SRP Koil St N, T V K Nagar, Gandhi Nagar, Perambur, Chennai, Tamil Nadu, India",13.121909,80.2327073,route,GEOMETRIC_CENTER,,Chennai,India,Tamil Nadu
259,06-Thiru-Vi-Ka Nagar,68,S.S.NURSING HOME,"I SRP KOIL STREET, T.V.K.NAGAR,  CHENNAI 600082","238, P.M.ROAD, CHENNAI 600011","Ok, partial match","Chennai, Tamil Nadu 600011, India",13.1122713,80.2378842,postal_code,APPROXIMATE,600011,Chennai,India,Tamil Nadu
260,06-Thiru-Vi-Ka Nagar,68,SEMBIUM CWC,"238, P.M.ROAD, CHENNAI   600011","NO.19/2, S.R.P. KOIL STREET NORTH PERAVALLUR
CHENNAI 600011",Ok,"19, SRP Koil St N, Maniyammai Nagar, T V K Nagar, Peravallur, Perambur, Chennai, Tamil Nadu 600082, India",13.1180878,80.2319484,street_address,ROOFTOP,600082,Chennai,India,Tamil Nadu
261,06-Thiru-Vi-Ka Nagar,68,SOUL HOSPITAL,"NO.19/2, S.R.P. KOIL STREET NORTH PERAVALLUR
CHENNAI 600011","45, BUNDER GARDEN STREET, PERAMBUR,
CHENNAI 600011",Ok,"32/45, Bunder Garden St, Bunder Garden, Perambur, Chennai, Tamil Nadu 600011, India",13.111771,80.2421839,premise,ROOFTOP,600011,Chennai,India,Tamil Nadu
262,06-Thiru-Vi-Ka Nagar,69,SUBIKSHA NURSING HOME,"45, BUNDER GARDEN STREET, PERAMBUR,
CHENNAI 600011","62, FOXEN STREET, PERAMBUR, CHENNAI 600011",Ok,"62, Foxen St, Amrithammal Colony, Perambur, Chennai, Tamil Nadu 600011, India",13.1089485,80.2374798,street_address,RANGE_INTERPOLATED,600011,Chennai,India,Tamil Nadu
263,06-Thiru-Vi-Ka Nagar,69,BHARANI NURSING HOME,"62, FOXEN STREET, PERAMBUR, CHENNAI 600011","P.M.ROAD, PERAMBUR, CHENNAI 600011","Ok, partial match","Main Rd, Chennai, Tamil Nadu 600011, India",13.1265211,80.2248541,route,GEOMETRIC_CENTER,600011,Chennai,India,Tamil Nadu
264,06-Thiru-Vi-Ka Nagar,69,MEENA NURSING HOME,"P.M.ROAD, PERAMBUR, CHENNAI 600011","NO. 43/1&2, MADHAVARAM HIGH ROAD PERAMBUR
CHENNAI 600011","Ok, partial match","Madhavaram High Rd, Chennai, Tamil Nadu 600011, India",13.1159078,80.2436457,route,GEOMETRIC_CENTER,600011,Chennai,India,Tamil Nadu
265,06-Thiru-Vi-Ka Nagar,69,APPLE HOSPITAL,"NO. 43/1&2, MADHAVARAM HIGH ROAD PERAMBUR
CHENNAI 600011","149, PAPER MILLS ROAD PERAVALLUR CHENNAI
600082",Ok,"286, 149, Paper Mills Road, near to Agaram, Peravallur, Perambur, Chennai, Tamil Nadu 600082, India",13.117833,80.2288928,premise,ROOFTOP,600082,Chennai,India,Tamil Nadu
266,06-Thiru-Vi-Ka Nagar,69,VASAN HEALTH CARE PVT LTD,"149, PAPER MILLS ROAD PERAVALLUR CHENNAI
600082","58/25, VENUGOPALSAMY KOIL STREET PERAMBUR
CHENNAI 600011","2 found, use single geocode.","58, Venugopal Samy St, Sembiyam, Perambur, Chennai, Tamil Nadu 600110, India",13.1236017,80.2356157,street_address,RANGE_INTERPOLATED,600110,Chennai,India,Tamil Nadu
267,06-Thiru-Vi-Ka Nagar,69,ARUL HOSPITAL,"58/25, VENUGOPALSAMY KOIL STREET PERAMBUR
CHENNAI 600011","319, P.M.ROAD, PERAMBUR CHENNAI 600011","Ok, partial match","Main Rd, Chennai, Tamil Nadu 600011, India",13.1265211,80.2248541,route,GEOMETRIC_CENTER,600011,Chennai,India,Tamil Nadu
268,06-Thiru-Vi-Ka Nagar,69,SEN POLY CLUNIC AND NURSING HOME,"319, P.M.ROAD, PERAMBUR CHENNAI 600011","NO.63, RAGHAVAN STREET, PERAMBUR CHENNAI
600011",Ok,"63, Raghavan St, Bunder Garden, Perambur, Chennai, Tamil Nadu 600011, India",13.1131515,80.2431746,street_address,ROOFTOP,600011,Chennai,India,Tamil Nadu
269,06-Thiru-Vi-Ka Nagar,69,VELS HEALTH CARE,"NO.63, RAGHAVAN STREET, PERAMBUR CHENNAI
600011","NO. 10/18, PADDY FIELD ROAD PERAMBUR, CHENNAI
600011",Ok,"10/84, Muthumariamman Koil St, Chinnaiyan Colony, Perambur, Chennai, Tamil Nadu 600011, India",13.1122593,80.2496323,street_address,ROOFTOP,600011,Chennai,India,Tamil Nadu
270,06-Thiru-Vi-Ka Nagar,70,PRIYA NURSING HOME,"NO. 10/18, PADDY FIELD ROAD PERAMBUR, CHENNAI
600011","89, PATEL ROAD, PERAMBUR CHENNAI 600011",Ok,"89, Patel Rd, Perambur, Chennai, Tamil Nadu 600011, India",13.1096729,80.2456652,street_address,RANGE_INTERPOLATED,600011,Chennai,India,Tamil Nadu
271,06-Thiru-Vi-Ka Nagar,70,SRINIVASAPRIYA HOSPITAL,"89, PATEL ROAD,  PERAMBUR CHENNAI 600011","4, VADIVEL 2ND CROSS STREET, PERAMBUR,
CHENNAI 600011",Ok,"4, Vadivelu 2nd Cross St, Chinnaiyan Colony, Perambur, Chennai, Tamil Nadu 600039, India",13.1110304,80.2484748,street_address,RANGE_INTERPOLATED,600039,Chennai,India,Tamil Nadu
272,06-Thiru-Vi-Ka Nagar,70,PERAMBUR CWC,"4, VADIVEL 2ND CROSS STREET, PERAMBUR,
CHENNAI 600011","NO.1 DESI COLONY 3 RD STREET PERAMBUR HIGH
ROAD CHENNAI 600012","Ok, partial match","1, Desi Colony Road, Adhisesha Nagar, Perambur, Chennai, Tamil Nadu 600011, India",13.1067717,80.2468378,street_address,RANGE_INTERPOLATED,600011,Chennai,India,Tamil Nadu
